driveruuid,week_date,Km
1e2a43b1-10c7-4530-8582-9004904da430,12/27/2021,987.27
c4328d0c-7df6-458b-9ee3-c355a0489473,12/27/2021,963.54
2285677b-2537-479b-8a59-c28382950172,12/27/2021,680.94
e4849005-bd6f-4c44-bfb5-09c0a70c672c,12/27/2021,869.9
38892d97-929e-419b-8e77-28ead1e48ba9,12/27/2021,645.82
7e770f9d-e3e7-4cf7-9790-80948d1f1ca7,12/27/2021,844.89
03e58d6e-0265-4b6f-9b81-2f272a8b2169,12/27/2021,961.25
9e7cb1a7-b0ef-46b7-9358-0e08a57133ad,12/27/2021,1202.12
230c214d-5f88-44dc-92b6-f9622ef1bce4,12/27/2021,561.41
c0f9c90a-44fa-4249-a8a3-7629576c1d0e,12/27/2021,493.94
18306656-762e-484f-8fb9-f363082beee5,12/27/2021,122.04
8b4a852b-a20e-4c9a-95cd-fe4a532033a1,12/27/2021,722.71
71ed57b7-5990-4be1-9e7c-86c2d579dba0,12/27/2021,844.72
67708ccc-f79e-4fa4-9e07-bf70ef8f59e8,12/27/2021,1093.1
a4812789-4bcb-43fb-ae12-36d5830c721a,12/27/2021,209.71
77e1eae2-e66e-4aaa-8fc5-6f0c0b02489e,12/27/2021,582.81
2ecba62e-b89d-43bd-a5e9-5fb29d7a28f0,12/27/2021,1111.48
ca40054a-bcca-4503-81fb-6fe56f9a34da,12/27/2021,1093.45
415015e7-efcf-47ad-bb4d-c712c17a5f76,12/27/2021,667.31
684e978b-efc4-4507-a42b-12f8d5b1d842,12/27/2021,241.93
1922032d-26ad-469d-8747-75dc05d5c491,12/27/2021,235.81
12cce7e4-6774-48cd-9531-199103526b35,12/27/2021,401.03
8cf8b7ca-781e-46d5-a928-a60a736646a1,12/27/2021,386.23
72726042-8296-4d3e-8e92-b3af8796cadf,12/27/2021,867.75
74b9cbf9-0904-41a9-a220-1f66f884ed7c,12/27/2021,0
10331f84-271a-4d04-87db-c1f06705b140,12/27/2021,1050.15
381c3d67-39d6-4866-8249-05299405d188,12/27/2021,315.85
1875f7cb-c20f-4032-8deb-c49d1e6cea2e,12/27/2021,671.72
fc27465a-f75d-4e44-ac84-bd12d2e582d3,12/27/2021,113.23
5712a5e8-5ea7-4eb1-adc2-2b20189635ed,12/27/2021,68.72
1628d416-3002-4cec-8f38-1453b708e531,12/27/2021,917.18
4ecf9a1e-c057-42ad-ba2f-7c7a4899b97f,12/27/2021,269.74
c596538a-c369-4e99-bc47-8619c87ba857,12/27/2021,934.89
f2c89862-5ac2-46ed-887f-e84b0105d3a4,12/27/2021,1061.95
39c5f6d9-7c79-415c-93d9-0ebfc8e44333,12/27/2021,507.84
0abee682-7cb7-4a49-97e0-a112d05f2dac,12/27/2021,37.44
c9a5d895-4ba3-458b-ae6d-87c41cf5f026,12/27/2021,1034.81
7043246b-2b90-4673-ba40-920dc13eb064,12/27/2021,827.3
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,12/27/2021,368.29
aa05f6a1-8660-4113-a6c1-9e9bf82093c4,12/27/2021,365.6
60e24218-a9cd-4344-a79e-ddbc78345e34,12/27/2021,768.48
4d8aa9ad-1a8a-4890-883e-a366581e4297,12/27/2021,810.94
4378e378-898e-43fd-a1c8-0f22d59621e8,12/27/2021,301.63
f461930b-f3b0-42a2-989d-21551dd730ad,12/27/2021,237.88
b507b4f1-435b-4096-903c-8a8b8ffcdcaf,12/27/2021,236.88
ad5a1fc9-880b-4b7e-968f-ea1a0022d82b,12/27/2021,873.76
361c6caa-dc5c-44da-aaa2-5c029103a71d,12/27/2021,460.82
7894e94d-6a17-4814-8064-c5e779834dca,12/27/2021,255.92
fed9343c-8330-415e-ac41-9882cfa6d0e1,12/27/2021,531.29
cc955133-9e3a-4959-bc22-4eebe4236412,12/27/2021,1133.65
52fb4a5c-dd17-44af-b100-6e184f842f00,12/27/2021,944.75
ab0c2d68-737b-4b39-a2bd-a57068184096,12/27/2021,0
10374e3b-1a64-4f83-86f6-56a0707cfb4d,12/27/2021,364.08
0cae36d8-3521-4112-bbeb-a937995f220c,12/27/2021,492.2
7cf1aede-04ed-4eb1-9f71-ba1fd95b5dfd,12/27/2021,146.72
f68b9f60-5b50-49d1-9617-a081765fd6ac,12/27/2021,760.25
801589ab-55c1-48e4-962d-2e6478d895a3,12/27/2021,302.43
fcd39e00-30e7-4893-9a26-907e29d33f22,12/27/2021,827.75
dd4c536a-7a0f-47d8-a2cd-8bac1938af4a,12/27/2021,909.75
7e574e04-e42e-4b40-b9bc-e4fc99f92822,12/27/2021,375.29
f9488aad-3b63-48bb-b65a-6f821ffd7fb6,12/27/2021,1401.07
0c09298b-4156-483c-b8ca-f7bff13693d3,12/27/2021,715.46
92679160-f742-4424-a6df-b6424ee49c81,12/27/2021,812.55
1c91b39f-dd34-4a88-90a2-88c75dd4c286,12/27/2021,909.37
05b21f09-82bd-4700-b129-2924d9caa0c8,12/27/2021,1094.17
8b58fe38-1968-41e3-ae48-581e0bf98a2b,12/27/2021,479.42
b5d818d9-f75f-48d5-8bb2-092e8ced6624,12/27/2021,958.2
64b1af9b-1e55-470d-85db-341ad457c1c9,12/27/2021,347.91
4e7ce887-6332-4c87-883b-2704ca6279ee,12/27/2021,213.03
a98816f6-2b91-4712-88f8-6a59f1fcb8f7,12/27/2021,907.61
e989d85d-3796-4958-97d5-a5e1bbbf5b4e,12/27/2021,558.87
be275976-4a8e-40bf-8213-2c587daf70f1,12/27/2021,911.7
34e8476d-0af3-4470-ac87-9889108f6e8f,12/27/2021,1016.7
27b43006-eaa1-4cab-9d4d-7d964ff20c01,12/27/2021,385.22
4f6a3fd2-2312-467b-9f34-c53d07e19cf5,12/27/2021,107.73
238abf7a-3126-4941-b34c-9f103fda244c,12/27/2021,265.48
622b18b7-3b97-43fa-adbd-1fc73ed9573e,1/3/2022,564.39
99e0998d-8450-4e08-a69a-91fdbfb2881c,1/3/2022,657.55
f68b9f60-5b50-49d1-9617-a081765fd6ac,1/3/2022,816.92
2a85ec6d-8a56-46b5-93c4-8b93076a24f7,1/3/2022,461.51
fcd39e00-30e7-4893-9a26-907e29d33f22,1/3/2022,978.45
3e54b77a-edb6-4ef5-bc18-3a777cdc4159,1/3/2022,568.92
60e24218-a9cd-4344-a79e-ddbc78345e34,1/3/2022,1081.74
70a429de-b879-41a1-947b-3352b502a68e,1/3/2022,182.56
1c91b39f-dd34-4a88-90a2-88c75dd4c286,1/3/2022,856.66
d5b92e0a-b71d-4fe4-9590-c784e402246a,1/3/2022,662.75
b507b4f1-435b-4096-903c-8a8b8ffcdcaf,1/3/2022,101.67
a20cd138-ffad-455d-a834-a6344531b3dc,1/3/2022,662.95
361c6caa-dc5c-44da-aaa2-5c029103a71d,1/3/2022,517.4
0c219f52-1435-4b21-994a-6a3bd25d974e,1/3/2022,591.21
b8c485ab-cce7-4208-9954-a0bb9cae8829,1/3/2022,840.26
38672f8a-80f5-4d99-8bc2-687bf3bbbc6c,1/3/2022,434.03
7cf1aede-04ed-4eb1-9f71-ba1fd95b5dfd,1/3/2022,136.98
c4328d0c-7df6-458b-9ee3-c355a0489473,1/3/2022,994.4
a98816f6-2b91-4712-88f8-6a59f1fcb8f7,1/3/2022,819.52
64b1af9b-1e55-470d-85db-341ad457c1c9,1/3/2022,626.07
d0233aeb-ef6b-4576-a686-6d268a3e1edf,1/3/2022,916.37
1e2a43b1-10c7-4530-8582-9004904da430,1/3/2022,831.3
e989d85d-3796-4958-97d5-a5e1bbbf5b4e,1/3/2022,715.84
e4849005-bd6f-4c44-bfb5-09c0a70c672c,1/3/2022,735.6
8b4a852b-a20e-4c9a-95cd-fe4a532033a1,1/3/2022,803.66
4e7ce887-6332-4c87-883b-2704ca6279ee,1/3/2022,286.34
dd4c536a-7a0f-47d8-a2cd-8bac1938af4a,1/3/2022,926.84
2285677b-2537-479b-8a59-c28382950172,1/3/2022,447.71
be275976-4a8e-40bf-8213-2c587daf70f1,1/3/2022,852.07
9e7cb1a7-b0ef-46b7-9358-0e08a57133ad,1/3/2022,897.34
27b43006-eaa1-4cab-9d4d-7d964ff20c01,1/3/2022,404.15
c0f9c90a-44fa-4249-a8a3-7629576c1d0e,1/3/2022,682.72
4f6a3fd2-2312-467b-9f34-c53d07e19cf5,1/3/2022,189.33
23767254-acb5-4577-b91d-899f148305b7,1/3/2022,352.61
238abf7a-3126-4941-b34c-9f103fda244c,1/3/2022,311.93
67708ccc-f79e-4fa4-9e07-bf70ef8f59e8,1/3/2022,1017.03
71ed57b7-5990-4be1-9e7c-86c2d579dba0,1/3/2022,747.41
77e1eae2-e66e-4aaa-8fc5-6f0c0b02489e,1/3/2022,624.21
72726042-8296-4d3e-8e92-b3af8796cadf,1/3/2022,826.1
34e8476d-0af3-4470-ac87-9889108f6e8f,1/3/2022,972.9
10331f84-271a-4d04-87db-c1f06705b140,1/3/2022,878.95
067be17a-38d3-4a03-89f6-8755902ded15,1/3/2022,807.34
2ecba62e-b89d-43bd-a5e9-5fb29d7a28f0,1/3/2022,879.98
ef28088d-577c-444a-9198-53d9223ec834,1/3/2022,355.37
1875f7cb-c20f-4032-8deb-c49d1e6cea2e,1/3/2022,718.97
18c8be73-4d81-4e14-8494-1250fd058c63,1/3/2022,181.55
5712a5e8-5ea7-4eb1-adc2-2b20189635ed,1/3/2022,54.35
12cce7e4-6774-48cd-9531-199103526b35,1/3/2022,121.86
2381265f-c6b6-4eed-b612-05be3016ce84,1/3/2022,320.98
e9bb15c1-dbeb-45e4-b090-0136d3b34404,1/3/2022,568.99
7043246b-2b90-4673-ba40-920dc13eb064,1/3/2022,908.28
fc566d15-8f50-45e5-b053-dbacc66156b8,1/3/2022,162.48
aa05f6a1-8660-4113-a6c1-9e9bf82093c4,1/3/2022,492.45
fc27465a-f75d-4e44-ac84-bd12d2e582d3,1/3/2022,330.83
4d8aa9ad-1a8a-4890-883e-a366581e4297,1/3/2022,765.37
6fbd88da-fc22-4f26-b7ea-79e70a7b7f27,1/3/2022,637.92
cc955133-9e3a-4959-bc22-4eebe4236412,1/3/2022,1373.19
f2c89862-5ac2-46ed-887f-e84b0105d3a4,1/3/2022,1129.62
e568f1b6-230d-4f02-9a48-b3b1f6abe06c,1/3/2022,1137.96
0abee682-7cb7-4a49-97e0-a112d05f2dac,1/3/2022,1183.83
dd164ab0-f7f4-4507-bdc1-a30f5e99d087,1/3/2022,271.93
f461930b-f3b0-42a2-989d-21551dd730ad,1/3/2022,685.27
37e4b055-d577-4400-8fd1-274f30d71edc,1/3/2022,339.36
f0b2c986-33c9-421d-b6af-58992d1e96fe,1/3/2022,147.15
9dc18c52-52d1-492e-a951-961da5bd2c55,1/3/2022,1212.87
08f7a590-fed1-4df5-9509-b951bce99408,1/3/2022,256.09
dd5a8893-8769-4016-b31d-d84a737b6e85,1/3/2022,359.25
642190f4-6e94-464d-b722-af7053996efe,1/3/2022,676.92
7e574e04-e42e-4b40-b9bc-e4fc99f92822,1/3/2022,281.05
ab0c2d68-737b-4b39-a2bd-a57068184096,1/3/2022,1153.68
2f39e80c-1d86-4bd3-a9ac-ea21e1f35dbc,1/3/2022,754.27
2fd50bf2-e158-4ea6-a6d4-12131d322374,1/3/2022,177.54
4378e378-898e-43fd-a1c8-0f22d59621e8,1/3/2022,306.55
ad704b7b-12c7-4f01-9610-3e6e298f3452,1/3/2022,788.36
52fb4a5c-dd17-44af-b100-6e184f842f00,1/3/2022,335.46
42d1861f-7e1c-4d83-b912-84a7351870c4,1/3/2022,130.71
8b58fe38-1968-41e3-ae48-581e0bf98a2b,1/3/2022,0
62f06879-9a1a-435b-a915-c1dd2c5ebfd5,1/3/2022,700.38
10374e3b-1a64-4f83-86f6-56a0707cfb4d,1/3/2022,326.85
5c22280d-5979-4ca7-99a1-86b5dd3f985c,1/3/2022,881.56
801589ab-55c1-48e4-962d-2e6478d895a3,1/3/2022,313.09
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,1/3/2022,415.49
c34b2754-b2cb-425b-a60d-de89fa45cce3,1/3/2022,237.21
cefa509f-c3db-4a0a-a591-436cda98f832,1/3/2022,939.56
230c214d-5f88-44dc-92b6-f9622ef1bce4,1/3/2022,295.02
5070b315-eba0-4478-bd47-2fc1318bec56,1/3/2022,1323.3
7ea0bde7-40e4-4e95-b783-1e2baf776393,1/3/2022,627.66
d1326348-cea6-4e6b-bf82-b536959797ad,1/3/2022,264.13
7951e2bb-05d4-468b-a745-4b4f87e548b3,1/3/2022,793.53
0bd4c66a-edb4-4b46-b789-903fec02357b,1/3/2022,745.3
ca40054a-bcca-4503-81fb-6fe56f9a34da,1/3/2022,869.51
0c09298b-4156-483c-b8ca-f7bff13693d3,1/3/2022,1043.99
92679160-f742-4424-a6df-b6424ee49c81,1/3/2022,931.72
5dd17596-5fbf-45e0-83fc-03051c652f3e,1/3/2022,840.76
18306656-762e-484f-8fb9-f363082beee5,1/3/2022,160.24
391efe5a-fabf-43bd-a5e7-6f7ace587bd2,1/3/2022,5.12
a4812789-4bcb-43fb-ae12-36d5830c721a,1/3/2022,345.35
33e193cf-2ae5-4763-a586-7d90d15746ca,1/3/2022,813.53
1922032d-26ad-469d-8747-75dc05d5c491,1/3/2022,626.74
7e770f9d-e3e7-4cf7-9790-80948d1f1ca7,1/3/2022,706.53
4ecf9a1e-c057-42ad-ba2f-7c7a4899b97f,1/3/2022,243.52
38892d97-929e-419b-8e77-28ead1e48ba9,1/3/2022,559.47
8cf8b7ca-781e-46d5-a928-a60a736646a1,1/3/2022,897.16
03e58d6e-0265-4b6f-9b81-2f272a8b2169,1/3/2022,1015.3
381c3d67-39d6-4866-8249-05299405d188,1/3/2022,404.15
05b21f09-82bd-4700-b129-2924d9caa0c8,1/3/2022,946.12
5c5a83fd-ef34-481e-bc67-54071ec55fc9,1/3/2022,747.47
b5d818d9-f75f-48d5-8bb2-092e8ced6624,1/3/2022,785.36
64d16747-31a1-4ba2-9e92-0107b7d6bdcd,1/3/2022,324.8
315b1906-7c4a-4c88-ae96-5078475a0d1a,1/3/2022,516.94
1628d416-3002-4cec-8f38-1453b708e531,1/3/2022,1084.35
cecb38c2-dce3-4913-9377-a64e343cf1b8,1/3/2022,311.83
c596538a-c369-4e99-bc47-8619c87ba857,1/3/2022,838.22
be042639-a971-4776-95f4-fc9f30037c10,1/3/2022,963.32
07e356ec-3be2-48f4-8bd7-443259321469,1/3/2022,434.61
1be5bb04-5d57-48a3-84f9-276289d054d2,1/3/2022,417.07
c9a5d895-4ba3-458b-ae6d-87c41cf5f026,1/3/2022,1047.35
c2f9941e-737e-428b-b2a1-ea034759bb0f,1/3/2022,333.65
7894e94d-6a17-4814-8064-c5e779834dca,1/3/2022,305.83
515790fe-a75c-4cb5-a771-f0f849ddc81d,1/3/2022,414.05
f635fe03-ca19-46c2-be6a-e7d0ed94ba26,1/3/2022,378.2
a0ed51dd-4fbd-4c5e-a0ea-c9c8496c772f,1/3/2022,741.84
0cae36d8-3521-4112-bbeb-a937995f220c,1/3/2022,581.78
62588413-4dad-4b90-93e4-819f63bdae67,1/3/2022,990.13
74b9cbf9-0904-41a9-a220-1f66f884ed7c,1/3/2022,0
bf695380-7010-4295-b591-f035d04d3b0a,1/3/2022,716.26
64923075-5efb-4956-9b69-3b888ad7678e,1/3/2022,285.71
81b9d9dd-01e6-4902-accc-3cf982584584,1/3/2022,551.25
43d997ed-0f61-4f2e-9b3a-8d8fccadac37,1/3/2022,839.12
39a93eed-1532-4233-bfcd-a5bb02e1f92c,1/3/2022,399.27
f72ce798-c3cf-4edc-a498-14d50cdcea3f,1/3/2022,944.39
39c5f6d9-7c79-415c-93d9-0ebfc8e44333,1/3/2022,455.37
ba7e93c8-b2f8-4877-b5a9-3f23a39533e2,1/3/2022,488.2
f8acbfc6-dbf5-42ec-9ae2-64c90874d815,1/3/2022,237.5
ca28e5e6-0944-4cac-9e92-1741421e0165,1/3/2022,1109.65
ecf58a3a-6150-4f48-9e24-185c02b00c0f,1/3/2022,720.83
37e4b055-d577-4400-8fd1-274f30d71edc,1/10/2022,375.61
99e0998d-8450-4e08-a69a-91fdbfb2881c,1/10/2022,534.25
2a85ec6d-8a56-46b5-93c4-8b93076a24f7,1/10/2022,565.53
f68b9f60-5b50-49d1-9617-a081765fd6ac,1/10/2022,634.02
2f39e80c-1d86-4bd3-a9ac-ea21e1f35dbc,1/10/2022,568.43
42d1861f-7e1c-4d83-b912-84a7351870c4,1/10/2022,203.68
cefa509f-c3db-4a0a-a591-436cda98f832,1/10/2022,800.29
9dc18c52-52d1-492e-a951-961da5bd2c55,1/10/2022,1026.58
4378e378-898e-43fd-a1c8-0f22d59621e8,1/10/2022,222.19
7e574e04-e42e-4b40-b9bc-e4fc99f92822,1/10/2022,0
d1326348-cea6-4e6b-bf82-b536959797ad,1/10/2022,709.26
5070b315-eba0-4478-bd47-2fc1318bec56,1/10/2022,806.23
0bd4c66a-edb4-4b46-b789-903fec02357b,1/10/2022,774.8
0c09298b-4156-483c-b8ca-f7bff13693d3,1/10/2022,752.58
5dd17596-5fbf-45e0-83fc-03051c652f3e,1/10/2022,863.05
3e54b77a-edb6-4ef5-bc18-3a777cdc4159,1/10/2022,591.24
a20cd138-ffad-455d-a834-a6344531b3dc,1/10/2022,229.28
b507b4f1-435b-4096-903c-8a8b8ffcdcaf,1/10/2022,155.91
c4328d0c-7df6-458b-9ee3-c355a0489473,1/10/2022,917.62
70a429de-b879-41a1-947b-3352b502a68e,1/10/2022,227.26
64b1af9b-1e55-470d-85db-341ad457c1c9,1/10/2022,240.4
e351c89a-c080-4e55-a68f-967d30651a76,1/10/2022,119.54
c34b2754-b2cb-425b-a60d-de89fa45cce3,1/10/2022,413.82
0c219f52-1435-4b21-994a-6a3bd25d974e,1/10/2022,427.38
ca40054a-bcca-4503-81fb-6fe56f9a34da,1/10/2022,432.53
33e193cf-2ae5-4763-a586-7d90d15746ca,1/10/2022,1196.27
92679160-f742-4424-a6df-b6424ee49c81,1/10/2022,610.12
8b58fe38-1968-41e3-ae48-581e0bf98a2b,1/10/2022,602.2
b5d818d9-f75f-48d5-8bb2-092e8ced6624,1/10/2022,890.38
9e7cb1a7-b0ef-46b7-9358-0e08a57133ad,1/10/2022,1010.55
18306656-762e-484f-8fb9-f363082beee5,1/10/2022,418.96
d0233aeb-ef6b-4576-a686-6d268a3e1edf,1/10/2022,859.46
d923bfe5-9bab-4ed6-b56d-c82d86f3fab2,1/10/2022,0
c0f9c90a-44fa-4249-a8a3-7629576c1d0e,1/10/2022,473.63
315b1906-7c4a-4c88-ae96-5078475a0d1a,1/10/2022,359.3
38892d97-929e-419b-8e77-28ead1e48ba9,1/10/2022,788.47
603bd454-a283-4860-b661-4e3ef464b0d2,1/10/2022,302.53
23767254-acb5-4577-b91d-899f148305b7,1/10/2022,370.29
cecb38c2-dce3-4913-9377-a64e343cf1b8,1/10/2022,309.65
dd4c536a-7a0f-47d8-a2cd-8bac1938af4a,1/10/2022,876.84
50b790f9-462e-4945-a35d-7155ae1b59a0,1/10/2022,806.9
67708ccc-f79e-4fa4-9e07-bf70ef8f59e8,1/10/2022,874.52
e9bb15c1-dbeb-45e4-b090-0136d3b34404,1/10/2022,554.71
7951e2bb-05d4-468b-a745-4b4f87e548b3,1/10/2022,118.42
795d9d2a-a0fc-414d-b619-f17396891511,1/10/2022,97.62
77e1eae2-e66e-4aaa-8fc5-6f0c0b02489e,1/10/2022,515.25
1875f7cb-c20f-4032-8deb-c49d1e6cea2e,1/10/2022,667.42
39926f66-aa59-42b6-b0d4-3b3f74e9e6c1,1/10/2022,562.98
1be5bb04-5d57-48a3-84f9-276289d054d2,1/10/2022,417.33
067be17a-38d3-4a03-89f6-8755902ded15,1/10/2022,696.5
1922032d-26ad-469d-8747-75dc05d5c491,1/10/2022,742.13
ef28088d-577c-444a-9198-53d9223ec834,1/10/2022,543.17
bf695380-7010-4295-b591-f035d04d3b0a,1/10/2022,594.3
18c8be73-4d81-4e14-8494-1250fd058c63,1/10/2022,149.07
64d16747-31a1-4ba2-9e92-0107b7d6bdcd,1/10/2022,159.16
10331f84-271a-4d04-87db-c1f06705b140,1/10/2022,620.61
0abee682-7cb7-4a49-97e0-a112d05f2dac,1/10/2022,219.98
515790fe-a75c-4cb5-a771-f0f849ddc81d,1/10/2022,762.12
f72ce798-c3cf-4edc-a498-14d50cdcea3f,1/10/2022,1043.1
74b9cbf9-0904-41a9-a220-1f66f884ed7c,1/10/2022,0
828ab3a8-b5b4-4465-90d9-f1c1eaa4b08b,1/10/2022,809.28
5a0dc20c-bb65-46df-ab79-d3c7540a5aae,1/10/2022,20.4
f0b2c986-33c9-421d-b6af-58992d1e96fe,1/10/2022,190.49
6fbd88da-fc22-4f26-b7ea-79e70a7b7f27,1/10/2022,979.03
642190f4-6e94-464d-b722-af7053996efe,1/10/2022,917.85
1bfbbe7b-aad6-49ae-a25d-972695a233aa,1/10/2022,85.24
0cae36d8-3521-4112-bbeb-a937995f220c,1/10/2022,295.41
81b9d9dd-01e6-4902-accc-3cf982584584,1/10/2022,478.03
405d3aa0-9a4f-4078-9897-1aeb99a83d76,1/10/2022,342.08
1628d416-3002-4cec-8f38-1453b708e531,1/10/2022,932.35
62f06879-9a1a-435b-a915-c1dd2c5ebfd5,1/10/2022,684.3
43d997ed-0f61-4f2e-9b3a-8d8fccadac37,1/10/2022,784.92
5c22280d-5979-4ca7-99a1-86b5dd3f985c,1/10/2022,619.55
7043246b-2b90-4673-ba40-920dc13eb064,1/10/2022,770.62
dd8bb6bd-e554-4aba-8b43-c80b1a54ba75,1/10/2022,390.67
ec4db6ca-f100-42d9-9ab8-37414f5bf9a7,1/10/2022,336.78
60e24218-a9cd-4344-a79e-ddbc78345e34,1/10/2022,837.11
f461930b-f3b0-42a2-989d-21551dd730ad,1/10/2022,465.06
1c91b39f-dd34-4a88-90a2-88c75dd4c286,1/10/2022,849.6
ca28e5e6-0944-4cac-9e92-1741421e0165,1/10/2022,1087.55
52fb4a5c-dd17-44af-b100-6e184f842f00,1/10/2022,792.31
ad704b7b-12c7-4f01-9610-3e6e298f3452,1/10/2022,665.77
391efe5a-fabf-43bd-a5e7-6f7ace587bd2,1/10/2022,414.39
622b18b7-3b97-43fa-adbd-1fc73ed9573e,1/10/2022,459.47
071ca342-a7f2-4ce9-84bc-11ee161d5705,1/10/2022,456.65
fcd39e00-30e7-4893-9a26-907e29d33f22,1/10/2022,703.96
10374e3b-1a64-4f83-86f6-56a0707cfb4d,1/10/2022,248.85
dd5a8893-8769-4016-b31d-d84a737b6e85,1/10/2022,544.19
b8c485ab-cce7-4208-9954-a0bb9cae8829,1/10/2022,535.73
361c6caa-dc5c-44da-aaa2-5c029103a71d,1/10/2022,503.81
2285677b-2537-479b-8a59-c28382950172,1/10/2022,555.58
d5b92e0a-b71d-4fe4-9590-c784e402246a,1/10/2022,800.32
801589ab-55c1-48e4-962d-2e6478d895a3,1/10/2022,257.44
1e2a43b1-10c7-4530-8582-9004904da430,1/10/2022,573.58
8b4a852b-a20e-4c9a-95cd-fe4a532033a1,1/10/2022,866.34
e4849005-bd6f-4c44-bfb5-09c0a70c672c,1/10/2022,781.98
03e58d6e-0265-4b6f-9b81-2f272a8b2169,1/10/2022,868.88
4e7ce887-6332-4c87-883b-2704ca6279ee,1/10/2022,354.66
7ea0bde7-40e4-4e95-b783-1e2baf776393,1/10/2022,756.04
7cf1aede-04ed-4eb1-9f71-ba1fd95b5dfd,1/10/2022,98.33
4f6a3fd2-2312-467b-9f34-c53d07e19cf5,1/10/2022,66.13
a98816f6-2b91-4712-88f8-6a59f1fcb8f7,1/10/2022,659.45
05b21f09-82bd-4700-b129-2924d9caa0c8,1/10/2022,915.01
7e770f9d-e3e7-4cf7-9790-80948d1f1ca7,1/10/2022,945.47
71ed57b7-5990-4be1-9e7c-86c2d579dba0,1/10/2022,819.76
e989d85d-3796-4958-97d5-a5e1bbbf5b4e,1/10/2022,202.73
72726042-8296-4d3e-8e92-b3af8796cadf,1/10/2022,1025.13
230c214d-5f88-44dc-92b6-f9622ef1bce4,1/10/2022,154.28
aaa6c3f6-f318-48af-a618-227129cef951,1/10/2022,567.75
be275976-4a8e-40bf-8213-2c587daf70f1,1/10/2022,647.2
be042639-a971-4776-95f4-fc9f30037c10,1/10/2022,630.72
34e8476d-0af3-4470-ac87-9889108f6e8f,1/10/2022,618.91
62588413-4dad-4b90-93e4-819f63bdae67,1/10/2022,1014.59
27b43006-eaa1-4cab-9d4d-7d964ff20c01,1/10/2022,292.44
64923075-5efb-4956-9b69-3b888ad7678e,1/10/2022,205.5
238abf7a-3126-4941-b34c-9f103fda244c,1/10/2022,643.08
5c5a83fd-ef34-481e-bc67-54071ec55fc9,1/10/2022,785.19
a4812789-4bcb-43fb-ae12-36d5830c721a,1/10/2022,346.6
2381265f-c6b6-4eed-b612-05be3016ce84,1/10/2022,766.07
12cce7e4-6774-48cd-9531-199103526b35,1/10/2022,81.1
c596538a-c369-4e99-bc47-8619c87ba857,1/10/2022,1001.25
2ecba62e-b89d-43bd-a5e9-5fb29d7a28f0,1/10/2022,847.69
07e356ec-3be2-48f4-8bd7-443259321469,1/10/2022,460.05
43b098cf-0916-453b-8a55-d8d547a89f9b,1/10/2022,392.3
aa05f6a1-8660-4113-a6c1-9e9bf82093c4,1/10/2022,553.33
c2f9941e-737e-428b-b2a1-ea034759bb0f,1/10/2022,403.21
39c5f6d9-7c79-415c-93d9-0ebfc8e44333,1/10/2022,791.97
8cf8b7ca-781e-46d5-a928-a60a736646a1,1/10/2022,292.51
08f7a590-fed1-4df5-9509-b951bce99408,1/10/2022,422.59
fc566d15-8f50-45e5-b053-dbacc66156b8,1/10/2022,273.2
f635fe03-ca19-46c2-be6a-e7d0ed94ba26,1/10/2022,344.59
381c3d67-39d6-4866-8249-05299405d188,1/10/2022,917.15
2fd50bf2-e158-4ea6-a6d4-12131d322374,1/10/2022,159.71
fc27465a-f75d-4e44-ac84-bd12d2e582d3,1/10/2022,35.13
e568f1b6-230d-4f02-9a48-b3b1f6abe06c,1/10/2022,793.7
f2c89862-5ac2-46ed-887f-e84b0105d3a4,1/10/2022,235.63
dd164ab0-f7f4-4507-bdc1-a30f5e99d087,1/10/2022,427.97
39a93eed-1532-4233-bfcd-a5bb02e1f92c,1/10/2022,342.04
c9a5d895-4ba3-458b-ae6d-87c41cf5f026,1/10/2022,310.36
4d8aa9ad-1a8a-4890-883e-a366581e4297,1/10/2022,629.78
f8acbfc6-dbf5-42ec-9ae2-64c90874d815,1/10/2022,204.92
ab0c2d68-737b-4b39-a2bd-a57068184096,1/10/2022,520.99
ecf58a3a-6150-4f48-9e24-185c02b00c0f,1/10/2022,612.67
18c8be73-4d81-4e14-8494-1250fd058c63,1/17/2022,78.11
39926f66-aa59-42b6-b0d4-3b3f74e9e6c1,1/17/2022,789.86
315b1906-7c4a-4c88-ae96-5078475a0d1a,1/17/2022,342.48
5e4b7f3c-d9f8-4eba-9738-26b25a70ccc1,1/17/2022,354.87
603bd454-a283-4860-b661-4e3ef464b0d2,1/17/2022,93.35
a4812789-4bcb-43fb-ae12-36d5830c721a,1/17/2022,243.17
10331f84-271a-4d04-87db-c1f06705b140,1/17/2022,749.69
72726042-8296-4d3e-8e92-b3af8796cadf,1/17/2022,195.16
64f548b6-2c66-4147-8968-03edf1b70730,1/17/2022,120.57
aaa6c3f6-f318-48af-a618-227129cef951,1/17/2022,748.37
515790fe-a75c-4cb5-a771-f0f849ddc81d,1/17/2022,693
2ecba62e-b89d-43bd-a5e9-5fb29d7a28f0,1/17/2022,793.92
74b9cbf9-0904-41a9-a220-1f66f884ed7c,1/17/2022,216.3
cecb38c2-dce3-4913-9377-a64e343cf1b8,1/17/2022,208.05
